eventId,choiceIndex,id,label,text,speaker,portrait,nextEventId,effectsJson
EV051,1,EV051-B,赴阿黎之约，于篝火旁聆听部落苦难与期盼，理解原住民的诉求。,赴阿黎之约，于篝火旁聆听部落苦难与期盼，理解原住民的诉求。,主角,青年军官，黑发，面容坚毅,EV052,"[{""kind"":""立场"",""target"":""印第安乡党"",""delta"":10},{""kind"":""好感"",""target"":""阿黎"",""delta"":15}]"
EV051,2,EV051-C,赴叶清秋之约，于旧城区诉说故国破碎与遗恨，重温返乡团的狂热。,赴叶清秋之约，于旧城区诉说故国破碎与遗恨，重温返乡团的狂热。,主角,青年军官，黑发，面容坚毅,EV052,"[{""kind"":""立场"",""target"":""返乡团"",""delta"":10},{""kind"":""好感"",""target"":""叶清秋"",""delta"":15}]"
EV053,0,EV053-A,冒死搬开瓦砾救出陈敬之，坚守同窗之谊与军人底线，不抛弃战友。,冒死搬开瓦砾救出陈敬之，坚守同窗之谊与军人底线，不抛弃战友。,主角,青年军官，黑发，面容坚毅,EV054,"[{""kind"":""立场"",""target"":""法治派"",""delta"":10},{""kind"":""好感"",""target"":""陈敬之"",""delta"":15}]"
EV053,1,EV053-B,冷酷瞥他一眼后转身离去，放弃救援以保全自身，任其自生自灭。,冷酷瞥他一眼后转身离去，放弃救援以保全自身，任其自生自灭。,主角,青年军官，黑发，面容坚毅,EV054,"[{""kind"":""立场"",""target"":""陆军青壮派"",""delta"":10},{""kind"":""好感"",""target"":""陈敬之"",""delta"":-20}]"
EV053,2,EV053-C,蹲下身提出苛刻条件，逼迫陈敬之屈服并交出积分，化为政治资本。,蹲下身提出苛刻条件，逼迫陈敬之屈服并交出积分，化为政治资本。,主角,青年军官，黑发，面容坚毅,EV054,"[{""kind"":""立场"",""target"":""阶级"",""delta"":-5},{""kind"":""好感"",""target"":""陈敬之"",""delta"":-10}]"
EV056,0,EV056-A,遁入密林 失去军方信任，开启逃亡支线。,遁入密林 失去军方信任，开启逃亡支线。,主角,青年军官，黑发，面容坚毅,EV057,"[{""kind"":""立场"",""target"":""陆军"",""delta"":-10},{""kind"":""好感"",""target"":""方孝先"",""delta"":-15}]"
EV056,1,EV056-B,冲入军械库 展现狠辣，获得青壮派赏识。,冲入军械库 展现狠辣，获得青壮派赏识。,主角,青年军官，黑发，面容坚毅,EV057,"[{""kind"":""立场"",""target"":""陆军"",""delta"":10},{""kind"":""好感"",""target"":""苏明诚"",""delta"":10}]"
EV056,2,EV056-C,制造动静 引来教官，保持军方立场。,制造动静 引来教官，保持军方立场。,主角,青年军官，黑发，面容坚毅,EV057,"[{""kind"":""立场"",""target"":""法治"",""delta"":5},{""kind"":""好感"",""target"":""方孝先"",""delta"":10}]"
EV058,0,EV058-A,签署返乡团誓词，誓师东征，将剑指大洋彼岸的故土，不惜一切代价。,签署返乡团誓词，誓师东征，将剑指大洋彼岸的故土，不惜一切代价。,主角,青年军官，黑发，面容坚毅,EV060,"[{""kind"":""立场"",""target"":""返乡"",""delta"":15},{""kind"":""好感"",""target"":""赵伯衡"",""delta"":20}]"
EV058,1,EV058-B,签署自由派宣言，以笔为剑，在议会中谋求共和生路，重建法治秩序。,签署自由派宣言，以笔为剑，在议会中谋求共和生路，重建法治秩序。,主角,青年军官，黑发，面容坚毅,EV061,"[{""kind"":""立场"",""target"":""共和"",""delta"":15},{""kind"":""好感"",""target"":""林素心"",""delta"":20}]"
EV058,2,EV058-C,接受陆军调令，投身铁血军营，用刺刀与火炮捍卫王朝疆土，绝不退缩。,接受陆军调令，投身铁血军营，用刺刀与火炮捍卫王朝疆土，绝不退缩。,主角,青年军官，黑发，面容坚毅,EV062,"[{""kind"":""立场"",""target"":""军国"",""delta"":15},{""kind"":""好感"",""target"":""苏明诚"",""delta"":20}]"
EV058,3,EV058-D,与部落歃血为盟，违背主流意志，为原住民争取自治尊严，哪怕被视为叛徒。,与部落歃血为盟，违背主流意志，为原住民争取自治尊严，哪怕被视为叛徒。,主角,青年军官，黑发，面容坚毅,EV063,"[{""kind"":""立场"",""target"":""乡党"",""delta"":15},{""kind"":""好感"",""target"":""印第安酋长"",""delta"":20}]"
EV061,0,EV061-A,死守阵地寸土不让，展现铁血军魂,死守阵地寸土不让，展现铁血军魂,主角,青年军官，黑发，面容坚毅,EV063,"[{""kind"":""立场"",""target"":""陆军青壮派"",""delta"":10},{""kind"":""好感"",""target"":""方孝先"",""delta"":10}]"
EV061,1,EV061-B,战术撤退保存实力，避免无谓牺牲，留待后图,战术撤退保存实力，避免无谓牺牲，留待后图,主角,青年军官，黑发，面容坚毅,EV064,"[{""kind"":""立场"",""target"":""返乡团"",""delta"":-5},{""kind"":""好感"",""target"":""方孝先"",""delta"":5}]"
EV061,2,EV061-C,奇袭敌后围魏救赵，兵行险招破局，直捣黄龙,奇袭敌后围魏救赵，兵行险招破局，直捣黄龙,主角,青年军官，黑发，面容坚毅,EV065,"[{""kind"":""立场"",""target"":""自由派"",""delta"":5},{""kind"":""好感"",""target"":""赵伯衡"",""delta"":15}]"
EV063,0,EV063-A,放下武器救治同窗 违背军令的风险极高，但能保全昔日挚友的性命。,放下武器救治同窗 违背军令的风险极高，但能保全昔日挚友的性命。,主角,青年军官，黑发，面容坚毅,EV064,"[{""kind"":""立场"",""target"":""仁义"",""delta"":10},{""kind"":""好感"",""target"":""赵伯衡"",""delta"":20}]"
EV063,1,EV063-B,赐死昔日同窗 结束他的痛苦，但内心将永远背负同窗相残的沉重枷锁。,赐死昔日同窗 结束他的痛苦，但内心将永远背负同窗相残的沉重枷锁。,主角,青年军官，黑发，面容坚毅,EV064,"[{""kind"":""立场"",""target"":""冷酷"",""delta"":10},{""kind"":""好感"",""target"":""赵伯衡"",""delta"":-10}]"
EV063,2,EV063-C,夺走物资任其自生自灭 获取战术情报，但彻底斩断了同窗情谊，手段极为冷酷。,夺走物资任其自生自灭 获取战术情报，但彻底斩断了同窗情谊，手段极为冷酷。,主角,青年军官，黑发，面容坚毅,EV064,"[{""kind"":""立场"",""target"":""冷酷"",""delta"":5},{""kind"":""好感"",""target"":""赵伯衡"",""delta"":-20}]"
EV065,0,EV065-A,联合自由派与法治派 放弃武力，推动共和，但将面临旧势力的清算。,联合自由派与法治派 放弃武力，推动共和，但将面临旧势力的清算。,主角,青年军官，黑发，面容坚毅,END-01,"[{""kind"":""立场"",""target"":""民主"",""delta"":20},{""kind"":""好感"",""target"":""林素心"",""delta"":20}]"
EV065,1,EV065-B,联合返乡团与陆军 铁血统一天下，建立强权帝国，但代价是无尽的杀戮。,联合返乡团与陆军 铁血统一天下，建立强权帝国，但代价是无尽的杀戮。,主角,青年军官，黑发，面容坚毅,END-02,"[{""kind"":""立场"",""target"":""强权"",""delta"":20},{""kind"":""好感"",""target"":""方孝先"",""delta"":20}]"
EV065,2,EV065-C,交还兵权退隐山林 放弃权力，支持自治，个人获得内心的平静与自由。,交还兵权退隐山林 放弃权力，支持自治，个人获得内心的平静与自由。,主角,青年军官，黑发，面容坚毅,END-03,"[{""kind"":""立场"",""target"":""自治"",""delta"":20},{""kind"":""好感"",""target"":""伊尔德"",""delta"":20}]"
EV065,3,EV065-D,殊途——走一条没人走过的路,殊途——走一条没人走过的路,主角,青年军官，黑发，面容坚毅,END-11,"[{""kind"":""立场"",""target"":""皇汉"",""delta"":15},{""kind"":""好感"",""target"":""西班牙总督"",""delta"":20}]"
